term	articles	proposal
uppāda	1	keep in Pāḷi (drafts); IEBH to fix a rendering
uppādakhaṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
upāsaka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
vatthukāma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
vesārajja	1	keep in Pāḷi (drafts); IEBH to fix a rendering
vevacana	1	keep in Pāḷi (drafts); IEBH to fix a rendering
vicaya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
vijjamānapaññatti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
vijjā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
vikappanā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
vinaya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
vipassanāñāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
vipañcitaññūpuggala	1	keep in Pāḷi (drafts); IEBH to fix a rendering
visesana	1	keep in Pāḷi (drafts); IEBH to fix a rendering
visesya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
visesādhigama	1	keep in Pāḷi (drafts); IEBH to fix a rendering
visuddhi	1	keep in Pāḷi (drafts); IEBH to fix a rendering
vivaṭṭaṭṭhāyī	1	keep in Pāḷi (drafts); IEBH to fix a rendering
viññāṇañcāyatanajhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
vuṭṭhānagāminīvipassanā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
vīmaṁsā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
yakkha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
yoga	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ādesanā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ādīnava	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ākiñcaññāyatana	1	keep in Pāḷi (drafts); IEBH to fix a rendering
āraddhavipassaka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
āsevanapaccaya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ṭhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ṭhānāṭhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ṭīkā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
